worker_id,mine_id,contractor_id,employee_type,name,role,department,shift,competency,training_valid_until,training_status,fitness_valid_until,fitness_status,ppe_status,attendance_status,work_area,created_at,data_source
WRK-00345,M008,CTR-0023,CONTRACTOR,Demo Worker WRK-00345,Excavator Operator,Production,B,COMPETENT,2027-10-08,VALID,2027-01-22,VALID,COMPLIANT,PRESENT,Panel-1,2025-09-05,DEMO_SYNTHETIC
WRK-00346,M008,CTR-0024,CONTRACTOR,Demo Worker WRK-00346,Survey Assistant,Mechanical,C,SUPERVISED,2026-10-19,VALID,2027-01-09,VALID,COMPLIANT,PRESENT,Panel-1,2025-11-06,DEMO_SYNTHETIC
WRK-00347,M008,CTR-0022,CONTRACTOR,Demo Worker WRK-00347,Survey Assistant,Environment,A,TRAINEE,2026-11-06,VALID,2027-03-27,VALID,COMPLIANT,PRESENT,Surface Office,2024-05-14,DEMO_SYNTHETIC
WRK-00348,M008,CTR-0022,CONTRACTOR,Demo Worker WRK-00348,Fitter,Production,A,COMPETENT,2027-10-16,VALID,2027-08-22,VALID,COMPLIANT,PRESENT,Surface Office,2026-04-17,DEMO_SYNTHETIC
WRK-00349,M008,CTR-0023,CONTRACTOR,Demo Worker WRK-00349,Drill Operator,Operations,A,TRAINEE,2026-10-03,VALID,2027-01-03,VALID,COMPLIANT,OFF_SHIFT,Haul Road,2024-02-02,DEMO_SYNTHETIC
WRK-00350,M008,,EMPLOYEE,Demo Worker WRK-00350,Electrician,Safety,A,COMPETENT,2027-09-12,VALID,2026-09-13,DUE_SOON,NON_COMPLIANT,OFF_SHIFT,Panel-1,2024-06-23,DEMO_SYNTHETIC
WRK-00351,M008,,EMPLOYEE,Demo Worker WRK-00351,Drill Operator,Safety,B,TRAINEE,2027-08-27,VALID,2027-03-26,VALID,COMPLIANT,OFF_SHIFT,Surface Office,2024-10-28,DEMO_SYNTHETIC
WRK-00352,M008,CTR-0023,CONTRACTOR,Demo Worker WRK-00352,Survey Assistant,Safety,B,TRAINEE,2026-11-25,VALID,2026-09-28,DUE_SOON,COMPLIANT,PRESENT,Panel-2,2024-06-02,DEMO_SYNTHETIC
WRK-00353,M008,,EMPLOYEE,Demo Worker WRK-00353,Electrician,Operations,B,TRAINEE,2027-01-28,VALID,2027-08-07,VALID,COMPLIANT,PRESENT,Pit,2026-04-12,DEMO_SYNTHETIC
WRK-00354,M008,CTR-0023,CONTRACTOR,Demo Worker WRK-00354,Excavator Operator,Operations,B,SUPERVISED,2027-05-25,VALID,2027-05-10,VALID,PARTIAL,PRESENT,Panel-1,2026-01-20,DEMO_SYNTHETIC
WRK-00355,M008,CTR-0024,CONTRACTOR,Demo Worker WRK-00355,Dumper Operator,Operations,C,COMPETENT,2027-05-10,VALID,2027-01-14,VALID,COMPLIANT,PRESENT,West Dump,2025-01-07,DEMO_SYNTHETIC
WRK-00356,M008,,EMPLOYEE,Demo Worker WRK-00356,Safety Assistant,Production,B,TRAINEE,2027-05-21,VALID,2027-01-31,VALID,PARTIAL,PRESENT,West Dump,2023-08-09,DEMO_SYNTHETIC
WRK-00357,M008,CTR-0022,CONTRACTOR,Demo Worker WRK-00357,Electrician,Production,B,SUPERVISED,2027-06-08,VALID,2027-04-01,VALID,COMPLIANT,OFF_SHIFT,Coal Face,2025-01-13,DEMO_SYNTHETIC
WRK-00358,M008,CTR-0022,CONTRACTOR,Demo Worker WRK-00358,Dumper Operator,Production,B,SUPERVISED,2026-10-27,VALID,2026-11-13,VALID,PARTIAL,PRESENT,Haul Road,2025-07-31,DEMO_SYNTHETIC
WRK-00359,M008,CTR-0023,CONTRACTOR,Demo Worker WRK-00359,Fitter,Environment,B,SUPERVISED,2027-05-27,VALID,2027-01-08,VALID,COMPLIANT,OFF_SHIFT,Panel-1,2025-08-07,DEMO_SYNTHETIC
WRK-00360,M008,,EMPLOYEE,Demo Worker WRK-00360,Excavator Operator,Electrical,B,COMPETENT,2026-07-22,EXPIRED,2027-02-27,VALID,COMPLIANT,PRESENT,Workshop,2026-01-11,DEMO_SYNTHETIC
WRK-00361,M009,,EMPLOYEE,Demo Worker WRK-00361,Electrician,Environment,C,COMPETENT,2026-08-17,EXPIRED,2027-08-28,VALID,COMPLIANT,PRESENT,Workshop,2024-12-21,DEMO_SYNTHETIC
WRK-00362,M009,CTR-0026,CONTRACTOR,Demo Worker WRK-00362,Roof Bolter,Electrical,B,TRAINEE,2027-04-18,VALID,2026-10-25,VALID,COMPLIANT,PRESENT,Haul Road,2026-05-31,DEMO_SYNTHETIC
WRK-00363,M009,,EMPLOYEE,Demo Worker WRK-00363,Roof Bolter,Production,A,COMPETENT,2027-05-16,VALID,2026-08-14,EXPIRED,COMPLIANT,LEAVE,Haul Road,2025-09-13,DEMO_SYNTHETIC
WRK-00364,M009,,EMPLOYEE,Demo Worker WRK-00364,Roof Bolter,Safety,A,COMPETENT,2026-11-02,VALID,2026-10-16,VALID,COMPLIANT,PRESENT,Haul Road,2025-07-22,DEMO_SYNTHETIC
WRK-00365,M009,,EMPLOYEE,Demo Worker WRK-00365,Fitter,Production,C,TRAINEE,2027-09-28,VALID,2027-01-05,VALID,PARTIAL,PRESENT,Panel-1,2026-05-16,DEMO_SYNTHETIC
WRK-00366,M009,CTR-0027,CONTRACTOR,Demo Worker WRK-00366,Survey Assistant,Environment,C,COMPETENT,2027-06-03,VALID,2027-08-18,VALID,COMPLIANT,OFF_SHIFT,Surface Office,2025-12-25,DEMO_SYNTHETIC
WRK-00367,M009,CTR-0026,CONTRACTOR,Demo Worker WRK-00367,Safety Assistant,Electrical,C,SUPERVISED,2027-01-23,VALID,2027-03-08,VALID,COMPLIANT,PRESENT,Pit,2024-12-20,DEMO_SYNTHETIC
WRK-00368,M009,,EMPLOYEE,Demo Worker WRK-00368,Survey Assistant,Environment,B,COMPETENT,2027-06-24,VALID,2026-10-26,VALID,NON_COMPLIANT,PRESENT,Pit,2025-12-12,DEMO_SYNTHETIC
WRK-00369,M009,,EMPLOYEE,Demo Worker WRK-00369,Survey Assistant,Electrical,B,SUPERVISED,2027-03-06,VALID,2027-08-23,VALID,COMPLIANT,PRESENT,Panel-1,2025-05-21,DEMO_SYNTHETIC
WRK-00370,M009,,EMPLOYEE,Demo Worker WRK-00370,Fitter,Production,A,COMPETENT,2027-01-28,VALID,2027-01-05,VALID,COMPLIANT,PRESENT,Coal Face,2025-10-24,DEMO_SYNTHETIC
WRK-00371,M009,,EMPLOYEE,Demo Worker WRK-00371,General Worker,Electrical,C,COMPETENT,2027-01-22,VALID,2026-10-17,VALID,COMPLIANT,ABSENT,Coal Face,2024-09-02,DEMO_SYNTHETIC
WRK-00372,M009,,EMPLOYEE,Demo Worker WRK-00372,Electrician,Electrical,C,TRAINEE,2026-08-29,EXPIRED,2026-08-24,EXPIRED,COMPLIANT,OFF_SHIFT,Pit,2023-08-29,DEMO_SYNTHETIC
WRK-00373,M009,,EMPLOYEE,Demo Worker WRK-00373,Safety Assistant,Mechanical,A,TRAINEE,2026-12-13,VALID,2027-07-02,VALID,COMPLIANT,PRESENT,Workshop,2024-11-16,DEMO_SYNTHETIC
WRK-00374,M009,,EMPLOYEE,Demo Worker WRK-00374,Pump Operator,Safety,A,SUPERVISED,2026-07-30,EXPIRED,2027-02-17,VALID,COMPLIANT,ABSENT,Coal Face,2024-01-05,DEMO_SYNTHETIC
WRK-00375,M009,,EMPLOYEE,Demo Worker WRK-00375,Fitter,Electrical,A,COMPETENT,2027-07-22,VALID,2027-02-06,VALID,PARTIAL,LEAVE,Surface Office,2023-09-17,DEMO_SYNTHETIC
WRK-00376,M009,,EMPLOYEE,Demo Worker WRK-00376,Safety Assistant,Safety,B,COMPETENT,2027-08-07,VALID,2026-09-19,DUE_SOON,COMPLIANT,PRESENT,Coal Face,2025-03-27,DEMO_SYNTHETIC
WRK-00377,M009,,EMPLOYEE,Demo Worker WRK-00377,General Worker,Electrical,C,SUPERVISED,2027-05-11,VALID,2027-03-05,VALID,COMPLIANT,PRESENT,Coal Face,2023-08-31,DEMO_SYNTHETIC
WRK-00378,M009,,EMPLOYEE,Demo Worker WRK-00378,Electrician,Safety,A,COMPETENT,2027-04-27,VALID,2026-09-26,DUE_SOON,COMPLIANT,PRESENT,Panel-2,2025-10-24,DEMO_SYNTHETIC
WRK-00379,M009,CTR-0027,CONTRACTOR,Demo Worker WRK-00379,Fitter,Operations,B,SUPERVISED,2027-04-06,VALID,2027-02-18,VALID,COMPLIANT,LEAVE,Workshop,2024-10-18,DEMO_SYNTHETIC
WRK-00380,M009,,EMPLOYEE,Demo Worker WRK-00380,Fitter,Safety,A,COMPETENT,2027-07-17,VALID,2026-12-18,VALID,COMPLIANT,PRESENT,West Dump,2024-08-24,DEMO_SYNTHETIC
WRK-00381,M010,,EMPLOYEE,Demo Worker WRK-00381,Safety Assistant,Safety,A,SUPERVISED,2027-03-03,VALID,2026-11-22,VALID,COMPLIANT,PRESENT,Haul Road,2023-09-30,DEMO_SYNTHETIC
WRK-00382,M010,CTR-0030,CONTRACTOR,Demo Worker WRK-00382,Roof Bolter,Electrical,C,COMPETENT,2027-09-27,VALID,2026-09-18,DUE_SOON,COMPLIANT,PRESENT,Pit,2023-06-13,DEMO_SYNTHETIC
WRK-00383,M010,,EMPLOYEE,Demo Worker WRK-00383,Electrician,Production,A,TRAINEE,2027-06-08,VALID,2027-01-27,VALID,COMPLIANT,PRESENT,Workshop,2025-11-14,DEMO_SYNTHETIC
WRK-00384,M010,,EMPLOYEE,Demo Worker WRK-00384,Safety Assistant,Operations,B,SUPERVISED,2027-06-03,VALID,2026-11-28,VALID,PARTIAL,PRESENT,Workshop,2025-12-29,DEMO_SYNTHETIC
WRK-00385,M010,,EMPLOYEE,Demo Worker WRK-00385,Continuous Miner Operator,Environment,C,COMPETENT,2026-12-13,VALID,2027-01-11,VALID,COMPLIANT,PRESENT,Workshop,2024-01-11,DEMO_SYNTHETIC
WRK-00386,M010,CTR-0029,CONTRACTOR,Demo Worker WRK-00386,Fitter,Electrical,B,COMPETENT,2026-08-06,EXPIRED,2027-05-11,VALID,NON_COMPLIANT,OFF_SHIFT,West Dump,2025-11-17,DEMO_SYNTHETIC
WRK-00387,M010,,EMPLOYEE,Demo Worker WRK-00387,Roof Bolter,Environment,A,SUPERVISED,2027-10-15,VALID,2027-06-15,VALID,COMPLIANT,OFF_SHIFT,Pit,2024-11-09,DEMO_SYNTHETIC
WRK-00388,M010,,EMPLOYEE,Demo Worker WRK-00388,Pump Operator,Environment,C,SUPERVISED,2027-05-03,VALID,2027-06-22,VALID,COMPLIANT,ABSENT,Coal Face,2026-05-25,DEMO_SYNTHETIC
WRK-00389,M010,,EMPLOYEE,Demo Worker WRK-00389,Electrician,Electrical,B,SUPERVISED,2026-10-24,VALID,2026-12-12,VALID,COMPLIANT,PRESENT,Haul Road,2023-09-17,DEMO_SYNTHETIC
WRK-00390,M010,CTR-0029,CONTRACTOR,Demo Worker WRK-00390,Electrician,Production,C,TRAINEE,2027-08-28,VALID,2027-04-21,VALID,COMPLIANT,PRESENT,Coal Face,2026-04-06,DEMO_SYNTHETIC
WRK-00391,M010,,EMPLOYEE,Demo Worker WRK-00391,Continuous Miner Operator,Safety,A,SUPERVISED,2027-09-06,VALID,2027-02-18,VALID,COMPLIANT,PRESENT,West Dump,2025-02-07,DEMO_SYNTHETIC
WRK-00392,M010,,EMPLOYEE,Demo Worker WRK-00392,Ventilation Assistant,Operations,A,COMPETENT,2027-10-16,VALID,2027-08-17,VALID,COMPLIANT,PRESENT,Workshop,2025-02-22,DEMO_SYNTHETIC
WRK-00393,M010,,EMPLOYEE,Demo Worker WRK-00393,Fitter,Production,C,SUPERVISED,2027-08-25,VALID,2027-02-09,VALID,COMPLIANT,PRESENT,Haul Road,2024-10-17,DEMO_SYNTHETIC
WRK-00394,M010,,EMPLOYEE,Demo Worker WRK-00394,Pump Operator,Electrical,A,SUPERVISED,2027-01-01,VALID,2027-05-20,VALID,COMPLIANT,PRESENT,Panel-1,2025-05-22,DEMO_SYNTHETIC
WRK-00395,M010,,EMPLOYEE,Demo Worker WRK-00395,Safety Assistant,Production,A,SUPERVISED,2027-01-28,VALID,2027-01-05,VALID,COMPLIANT,PRESENT,Panel-2,2024-03-17,DEMO_SYNTHETIC
WRK-00396,M010,CTR-0028,CONTRACTOR,Demo Worker WRK-00396,Ventilation Assistant,Electrical,C,SUPERVISED,2027-10-02,VALID,2027-06-26,VALID,COMPLIANT,OFF_SHIFT,Coal Face,2025-06-03,DEMO_SYNTHETIC
WRK-00397,M010,,EMPLOYEE,Demo Worker WRK-00397,Safety Assistant,Safety,B,TRAINEE,2027-03-21,VALID,2027-03-21,VALID,COMPLIANT,PRESENT,Panel-1,2025-05-05,DEMO_SYNTHETIC
WRK-00398,M010,CTR-0028,CONTRACTOR,Demo Worker WRK-00398,Electrician,Mechanical,A,TRAINEE,2026-10-13,VALID,2027-01-20,VALID,COMPLIANT,PRESENT,Panel-2,2026-05-23,DEMO_SYNTHETIC
WRK-00399,M010,CTR-0029,CONTRACTOR,Demo Worker WRK-00399,Roof Bolter,Operations,A,COMPETENT,2026-09-29,DUE_SOON,2027-01-03,VALID,PARTIAL,OFF_SHIFT,Surface Office,2025-10-23,DEMO_SYNTHETIC
WRK-00400,M010,,EMPLOYEE,Demo Worker WRK-00400,Ventilation Assistant,Mechanical,C,TRAINEE,2027-04-05,VALID,2027-07-07,VALID,COMPLIANT,PRESENT,Workshop,2024-04-14,DEMO_SYNTHETIC
WRK-00401,M011,,EMPLOYEE,Demo Worker WRK-00401,Safety Assistant,Environment,B,SUPERVISED,2027-04-01,VALID,2026-11-27,VALID,COMPLIANT,PRESENT,Panel-1,2025-06-13,DEMO_SYNTHETIC
WRK-00402,M011,CTR-0032,CONTRACTOR,Demo Worker WRK-00402,Survey Assistant,Production,A,SUPERVISED,2026-08-17,EXPIRED,2027-07-30,VALID,COMPLIANT,LEAVE,West Dump,2024-06-27,DEMO_SYNTHETIC
WRK-00403,M011,CTR-0033,CONTRACTOR,Demo Worker WRK-00403,General Worker,Environment,A,TRAINEE,2027-02-26,VALID,2027-04-10,VALID,COMPLIANT,PRESENT,Pit,2023-07-17,DEMO_SYNTHETIC
WRK-00404,M011,CTR-0031,CONTRACTOR,Demo Worker WRK-00404,Fitter,Operations,B,TRAINEE,2027-06-20,VALID,2026-10-08,VALID,COMPLIANT,PRESENT,Surface Office,2025-11-11,DEMO_SYNTHETIC
WRK-00405,M011,CTR-0032,CONTRACTOR,Demo Worker WRK-00405,Survey Assistant,Safety,C,TRAINEE,2027-05-17,VALID,2026-09-20,DUE_SOON,NON_COMPLIANT,OFF_SHIFT,Workshop,2025-06-01,DEMO_SYNTHETIC
WRK-00406,M011,CTR-0033,CONTRACTOR,Demo Worker WRK-00406,Roof Bolter,Production,A,TRAINEE,2027-09-06,VALID,2027-04-24,VALID,COMPLIANT,PRESENT,Panel-1,2025-03-21,DEMO_SYNTHETIC
WRK-00407,M011,CTR-0033,CONTRACTOR,Demo Worker WRK-00407,Fitter,Safety,A,SUPERVISED,2027-03-26,VALID,2027-06-01,VALID,COMPLIANT,OFF_SHIFT,Panel-2,2023-05-28,DEMO_SYNTHETIC
WRK-00408,M011,CTR-0032,CONTRACTOR,Demo Worker WRK-00408,Fitter,Environment,B,COMPETENT,2026-08-17,EXPIRED,2027-06-15,VALID,COMPLIANT,PRESENT,West Dump,2025-01-05,DEMO_SYNTHETIC
WRK-00409,M011,CTR-0032,CONTRACTOR,Demo Worker WRK-00409,Survey Assistant,Electrical,A,SUPERVISED,2027-08-31,VALID,2027-05-21,VALID,PARTIAL,PRESENT,Panel-1,2023-11-07,DEMO_SYNTHETIC
WRK-00410,M011,CTR-0033,CONTRACTOR,Demo Worker WRK-00410,Pump Operator,Environment,C,TRAINEE,2027-07-07,VALID,2026-09-27,DUE_SOON,COMPLIANT,PRESENT,Panel-1,2025-03-04,DEMO_SYNTHETIC
WRK-00411,M011,,EMPLOYEE,Demo Worker WRK-00411,Dumper Operator,Safety,B,COMPETENT,2026-12-13,VALID,2027-02-21,VALID,COMPLIANT,PRESENT,Workshop,2024-08-03,DEMO_SYNTHETIC
WRK-00412,M011,,EMPLOYEE,Demo Worker WRK-00412,Fitter,Operations,A,COMPETENT,2026-11-15,VALID,2026-09-27,DUE_SOON,COMPLIANT,PRESENT,Panel-1,2024-07-01,DEMO_SYNTHETIC
WRK-00413,M011,CTR-0033,CONTRACTOR,Demo Worker WRK-00413,General Worker,Electrical,B,COMPETENT,2027-08-17,VALID,2027-04-27,VALID,PARTIAL,PRESENT,Surface Office,2025-04-02,DEMO_SYNTHETIC
WRK-00414,M011,,EMPLOYEE,Demo Worker WRK-00414,Safety Assistant,Environment,B,TRAINEE,2026-09-19,DUE_SOON,2026-09-27,DUE_SOON,COMPLIANT,PRESENT,Coal Face,2025-07-25,DEMO_SYNTHETIC
WRK-00415,M011,,EMPLOYEE,Demo Worker WRK-00415,Dumper Operator,Safety,A,COMPETENT,2027-05-15,VALID,2027-08-28,VALID,COMPLIANT,PRESENT,Haul Road,2026-05-08,DEMO_SYNTHETIC
WRK-00416,M011,CTR-0033,CONTRACTOR,Demo Worker WRK-00416,Fitter,Mechanical,B,SUPERVISED,2027-07-05,VALID,2027-01-15,VALID,PARTIAL,PRESENT,West Dump,2024-05-16,DEMO_SYNTHETIC
WRK-00417,M011,CTR-0031,CONTRACTOR,Demo Worker WRK-00417,Roof Bolter,Operations,C,TRAINEE,2027-09-13,VALID,2027-08-25,VALID,PARTIAL,OFF_SHIFT,West Dump,2024-04-27,DEMO_SYNTHETIC
WRK-00418,M011,,EMPLOYEE,Demo Worker WRK-00418,Roof Bolter,Safety,B,SUPERVISED,2026-09-17,DUE_SOON,2027-05-22,VALID,COMPLIANT,OFF_SHIFT,Surface Office,2024-06-24,DEMO_SYNTHETIC
WRK-00419,M011,,EMPLOYEE,Demo Worker WRK-00419,Roof Bolter,Environment,B,TRAINEE,2027-04-13,VALID,2026-08-22,EXPIRED,COMPLIANT,ABSENT,Pit,2023-09-20,DEMO_SYNTHETIC
WRK-00420,M011,,EMPLOYEE,Demo Worker WRK-00420,Pump Operator,Electrical,A,SUPERVISED,2027-06-17,VALID,2026-10-28,VALID,COMPLIANT,PRESENT,Surface Office,2026-05-13,DEMO_SYNTHETIC
WRK-00421,M011,,EMPLOYEE,Demo Worker WRK-00421,Safety Assistant,Operations,A,SUPERVISED,2027-06-03,VALID,2027-06-08,VALID,COMPLIANT,OFF_SHIFT,West Dump,2025-06-03,DEMO_SYNTHETIC
WRK-00422,M011,CTR-0032,CONTRACTOR,Demo Worker WRK-00422,Survey Assistant,Mechanical,A,TRAINEE,2027-06-14,VALID,2027-08-23,VALID,PARTIAL,OFF_SHIFT,Pit,2025-01-23,DEMO_SYNTHETIC
WRK-00423,M011,CTR-0031,CONTRACTOR,Demo Worker WRK-00423,General Worker,Production,B,SUPERVISED,2027-05-11,VALID,2027-07-07,VALID,COMPLIANT,LEAVE,Panel-1,2025-11-20,DEMO_SYNTHETIC
WRK-00424,M011,,EMPLOYEE,Demo Worker WRK-00424,Dumper Operator,Operations,A,TRAINEE,2027-08-01,VALID,2026-12-03,VALID,COMPLIANT,OFF_SHIFT,West Dump,2023-06-22,DEMO_SYNTHETIC
WRK-00425,M011,,EMPLOYEE,Demo Worker WRK-00425,Survey Assistant,Safety,B,COMPETENT,2027-07-14,VALID,2027-05-03,VALID,NON_COMPLIANT,PRESENT,Panel-2,2024-02-03,DEMO_SYNTHETIC
WRK-00426,M011,,EMPLOYEE,Demo Worker WRK-00426,General Worker,Electrical,A,TRAINEE,2027-07-27,VALID,2026-12-05,VALID,PARTIAL,PRESENT,Haul Road,2025-09-01,DEMO_SYNTHETIC
WRK-00427,M011,,EMPLOYEE,Demo Worker WRK-00427,Roof Bolter,Electrical,C,SUPERVISED,2026-10-15,VALID,2027-05-26,VALID,COMPLIANT,PRESENT,Coal Face,2025-11-06,DEMO_SYNTHETIC
WRK-00428,M011,,EMPLOYEE,Demo Worker WRK-00428,Electrician,Environment,B,TRAINEE,2026-08-18,EXPIRED,2026-11-27,VALID,COMPLIANT,PRESENT,Panel-2,2023-12-25,DEMO_SYNTHETIC
WRK-00429,M011,,EMPLOYEE,Demo Worker WRK-00429,Pump Operator,Electrical,C,SUPERVISED,2027-01-27,VALID,2027-04-14,VALID,PARTIAL,PRESENT,Pit,2024-11-12,DEMO_SYNTHETIC
WRK-00430,M011,CTR-0032,CONTRACTOR,Demo Worker WRK-00430,General Worker,Operations,A,COMPETENT,2026-10-02,DUE_SOON,2027-01-27,VALID,PARTIAL,PRESENT,West Dump,2025-06-17,DEMO_SYNTHETIC
WRK-00431,M011,CTR-0033,CONTRACTOR,Demo Worker WRK-00431,Fitter,Production,A,TRAINEE,2026-11-02,VALID,2027-07-23,VALID,COMPLIANT,OFF_SHIFT,Haul Road,2024-02-10,DEMO_SYNTHETIC
WRK-00432,M011,,EMPLOYEE,Demo Worker WRK-00432,Dumper Operator,Operations,C,SUPERVISED,2026-08-25,EXPIRED,2027-01-25,VALID,COMPLIANT,PRESENT,Pit,2024-02-26,DEMO_SYNTHETIC
WRK-00433,M011,,EMPLOYEE,Demo Worker WRK-00433,Survey Assistant,Safety,B,COMPETENT,2027-08-10,VALID,2027-03-22,VALID,PARTIAL,PRESENT,West Dump,2023-07-06,DEMO_SYNTHETIC
WRK-00434,M011,CTR-0033,CONTRACTOR,Demo Worker WRK-00434,Electrician,Mechanical,B,COMPETENT,2027-02-09,VALID,2027-06-09,VALID,PARTIAL,OFF_SHIFT,Pit,2025-03-25,DEMO_SYNTHETIC
WRK-00435,M011,CTR-0031,CONTRACTOR,Demo Worker WRK-00435,Fitter,Mechanical,C,SUPERVISED,2026-09-24,DUE_SOON,2027-07-17,VALID,COMPLIANT,OFF_SHIFT,Coal Face,2026-04-12,DEMO_SYNTHETIC
WRK-00436,M011,,EMPLOYEE,Demo Worker WRK-00436,Fitter,Electrical,C,COMPETENT,2027-05-07,VALID,2026-12-12,VALID,PARTIAL,PRESENT,West Dump,2026-01-12,DEMO_SYNTHETIC
WRK-00437,M011,,EMPLOYEE,Demo Worker WRK-00437,Pump Operator,Environment,A,COMPETENT,2026-08-23,EXPIRED,2026-10-02,DUE_SOON,PARTIAL,LEAVE,Panel-1,2023-05-22,DEMO_SYNTHETIC
WRK-00438,M011,,EMPLOYEE,Demo Worker WRK-00438,Roof Bolter,Safety,C,COMPETENT,2027-10-17,VALID,2026-08-09,EXPIRED,COMPLIANT,ABSENT,Panel-1,2025-08-23,DEMO_SYNTHETIC
WRK-00439,M011,CTR-0033,CONTRACTOR,Demo Worker WRK-00439,Roof Bolter,Environment,A,COMPETENT,2027-10-09,VALID,2026-09-16,DUE_SOON,COMPLIANT,OFF_SHIFT,Surface Office,2025-02-13,DEMO_SYNTHETIC
WRK-00440,M011,CTR-0031,CONTRACTOR,Demo Worker WRK-00440,Pump Operator,Mechanical,B,SUPERVISED,2027-09-01,VALID,2027-08-10,VALID,COMPLIANT,ABSENT,Panel-1,2026-03-26,DEMO_SYNTHETIC
WRK-00441,M011,,EMPLOYEE,Demo Worker WRK-00441,Pump Operator,Mechanical,A,TRAINEE,2027-05-19,VALID,2026-08-28,EXPIRED,COMPLIANT,PRESENT,Panel-1,2026-01-04,DEMO_SYNTHETIC
WRK-00442,M011,,EMPLOYEE,Demo Worker WRK-00442,Electrician,Mechanical,B,TRAINEE,2027-06-24,VALID,2027-04-15,VALID,COMPLIANT,ABSENT,Panel-2,2026-05-21,DEMO_SYNTHETIC
WRK-00443,M011,CTR-0033,CONTRACTOR,Demo Worker WRK-00443,Fitter,Environment,A,SUPERVISED,2027-08-09,VALID,2027-01-28,VALID,NON_COMPLIANT,PRESENT,Haul Road,2024-06-21,DEMO_SYNTHETIC
WRK-00444,M011,CTR-0031,CONTRACTOR,Demo Worker WRK-00444,Fitter,Safety,B,SUPERVISED,2027-10-23,VALID,2026-08-19,EXPIRED,COMPLIANT,PRESENT,Workshop,2024-07-23,DEMO_SYNTHETIC
WRK-00445,M011,,EMPLOYEE,Demo Worker WRK-00445,Roof Bolter,Safety,B,SUPERVISED,2027-08-15,VALID,2026-09-06,DUE_SOON,COMPLIANT,PRESENT,Coal Face,2024-07-04,DEMO_SYNTHETIC
WRK-00446,M012,,EMPLOYEE,Demo Worker WRK-00446,Survey Assistant,Safety,B,SUPERVISED,2026-08-27,EXPIRED,2027-05-24,VALID,COMPLIANT,PRESENT,Coal Face,2024-02-26,DEMO_SYNTHETIC
WRK-00447,M012,,EMPLOYEE,Demo Worker WRK-00447,Survey Assistant,Safety,B,COMPETENT,2026-10-08,VALID,2026-08-16,EXPIRED,PARTIAL,PRESENT,Pit,2025-01-21,DEMO_SYNTHETIC
WRK-00448,M012,,EMPLOYEE,Demo Worker WRK-00448,Fitter,Environment,B,COMPETENT,2026-11-10,VALID,2027-08-03,VALID,COMPLIANT,PRESENT,Coal Face,2024-08-20,DEMO_SYNTHETIC
WRK-00449,M012,CTR-0036,CONTRACTOR,Demo Worker WRK-00449,Excavator Operator,Environment,C,TRAINEE,2026-08-04,EXPIRED,2027-08-03,VALID,COMPLIANT,ABSENT,Panel-2,2025-07-05,DEMO_SYNTHETIC
WRK-00450,M012,,EMPLOYEE,Demo Worker WRK-00450,Electrician,Operations,A,SUPERVISED,2027-02-28,VALID,2027-04-24,VALID,COMPLIANT,ABSENT,Haul Road,2026-04-30,DEMO_SYNTHETIC
WRK-00451,M012,,EMPLOYEE,Demo Worker WRK-00451,Fitter,Environment,A,COMPETENT,2027-04-06,VALID,2026-10-16,VALID,COMPLIANT,PRESENT,Coal Face,2024-06-08,DEMO_SYNTHETIC
WRK-00452,M012,,EMPLOYEE,Demo Worker WRK-00452,Dumper Operator,Environment,C,TRAINEE,2026-08-04,EXPIRED,2027-03-27,VALID,COMPLIANT,PRESENT,Haul Road,2026-04-12,DEMO_SYNTHETIC
WRK-00453,M012,,EMPLOYEE,Demo Worker WRK-00453,Safety Assistant,Production,C,COMPETENT,2027-07-07,VALID,2026-11-13,VALID,COMPLIANT,LEAVE,Pit,2026-01-24,DEMO_SYNTHETIC
WRK-00454,M012,CTR-0036,CONTRACTOR,Demo Worker WRK-00454,Electrician,Safety,C,TRAINEE,2027-10-25,VALID,2027-01-27,VALID,NON_COMPLIANT,OFF_SHIFT,Panel-1,2025-08-15,DEMO_SYNTHETIC
WRK-00455,M012,,EMPLOYEE,Demo Worker WRK-00455,General Worker,Operations,A,COMPETENT,2027-06-23,VALID,2027-05-10,VALID,NON_COMPLIANT,OFF_SHIFT,Panel-2,2024-12-10,DEMO_SYNTHETIC
WRK-00456,M012,CTR-0036,CONTRACTOR,Demo Worker WRK-00456,Dumper Operator,Safety,C,COMPETENT,2027-03-22,VALID,2027-04-17,VALID,COMPLIANT,ABSENT,West Dump,2026-01-26,DEMO_SYNTHETIC
WRK-00457,M012,,EMPLOYEE,Demo Worker WRK-00457,Dumper Operator,Safety,A,SUPERVISED,2027-03-09,VALID,2026-09-06,DUE_SOON,NON_COMPLIANT,PRESENT,West Dump,2024-05-15,DEMO_SYNTHETIC
WRK-00458,M012,,EMPLOYEE,Demo Worker WRK-00458,Electrician,Production,B,TRAINEE,2026-11-04,VALID,2027-01-14,VALID,NON_COMPLIANT,ABSENT,Panel-1,2023-06-24,DEMO_SYNTHETIC
WRK-00459,M012,CTR-0034,CONTRACTOR,Demo Worker WRK-00459,Dumper Operator,Operations,B,SUPERVISED,2027-10-06,VALID,2027-03-19,VALID,COMPLIANT,PRESENT,Coal Face,2026-06-07,DEMO_SYNTHETIC
